SaleID,price
200000,1242.9371814244164
200001,1917.461722473013
200002,8211.691566750022
200003,1049.787891434591
200004,1958.1760914409786
200005,1132.1333521347115
200006,444.3855557360021
200007,3283.2930686379236
200008,12613.407385683258
200009,629.9689610415703
200010,611.8751854887264
200011,2466.215527571773
200012,5829.710586806918
200013,7164.298030692345
200014,1246.2211643084484
200015,263.8666932720334
200016,1729.232880068279
200017,8472.256145422476
200018,6441.85345756983
200019,621.8936786772991
200020,23654.0562330943
200021,8037.761916231233
200022,1927.6347304752574
200023,1528.2323757384036
200024,782.6676492563372
200025,8022.475693911446
200026,479.30084792423264
200027,12411.71022726614
200028,4008.6191327850315
200029,7907.72183881859
200030,18959.447048368744
200031,13653.65426993268
200032,600.8378733733966
200033,14080.842057008518
200034,697.2678729561031
200035,1992.0081477268257
200036,14592.049888499389
200037,5915.710571779047
200038,1574.0121185620267
200039,369.73068365195223
200040,575.5150179424047
200041,24222.57657680259
200042,455.07468149733484
200043,7452.399383455864
200044,20452.52013827068
200045,522.5682354477968
200046,15404.947783569987
200047,16886.508073232235
200048,2167.6241104908686
200049,2959.8539236406177
200050,434.46043233141927
200051,4530.052621083648
200052,2878.1892235483556
200053,493.5938202099741
200054,13875.682850490251
200055,10520.50205639176
200056,5426.611052423472
200057,3268.551261124854
200058,999.4628215808627
200059,5036.303008998668
200060,8225.71171632821
200061,1249.8155536736208
200062,5575.399413937815
200063,8067.461569973535
200064,1325.3590510296572
200065,1596.5420792957975
200066,534.7979408678309
200067,10412.195835260594
200068,182.91335513309775
200069,18408.029581765782
200070,8904.505169763084
200071,291.48610408505914
200072,6503.965937689969
200073,17143.279175332784
200074,4100.470529096924
200075,11546.243659473725
200076,2942.2485523065297
200077,338.6305810474232
200078,352.4899776356483
200079,2924.5813375096795
200080,3160.278024987274
200081,2099.0762216700596
200082,4025.678619418978
200083,422.0731492756164
200084,1220.3535623582743
200085,1524.5439038177096
200086,7370.012252632783
200087,3425.708688084983
200088,2470.0722716290734
200089,40708.66502232675
200090,2667.6764911451655
200091,198.06203765576564
200092,1486.4952633122357
200093,16305.599982653433
200094,6477.359862259291
200095,5819.9337651695805
200096,2444.0801636084134
200097,1207.120502550529
200098,439.67479976054017
200099,20258.454712808758
200100,20777.26204246445
200101,7632.930947544678
200102,1802.4562751025899
200103,10988.28199361829
200104,5452.489364488446
200105,4304.668427920991
200106,8417.227518861211
200107,2100.7568048808444
200108,14316.875671621774
200109,7841.938372692923
200110,661.2186113014957
200111,1781.4854404056582
200112,1751.6484315510152
200113,604.8647182386451
200114,2151.4888421312544
200115,1242.1446094250534
200116,13898.15437726042
200117,16626.126841132696
200118,68394.52386458803
200119,196.49662666510326
200120,2915.4930647667766
200121,2481.4105537998375
200122,695.4184727713683
200123,2543.4790066179735
200124,56914.06028131687
200125,592.8517568641864
200126,2970.8226857805184
200127,15330.379094695996
200128,1608.4798993855172
200129,5933.596546528771
200130,3906.9138024025247
200131,2664.101166464662
200132,1442.1662857603026
200133,2766.6332931593847
200134,1392.0880214036242
